"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Jordan Staal","JORDAN.STAAL","13-14","CAR","C","L",1988-09-10,25,80,129.42,20.86,20.33,18.61,18.71,17.94,6.06,22.99,26.57,104.12,34.23,149.71,41.98,182.41,3.36,15.37,-16.93,-77.55,-115.48,-140.43,-12.01,22.81,77.92
"Jordan Staal","JORDAN.STAAL","15-16","CAR","C","L",1988-09-10,27,76,144.25,17.11,10.89,8.4,10.41,6.16,2.01,9.74,12.51,102.32,14.34,156.36,22.67,195.04,0.98,14.93,-7.73,-89.81,-142.02,-172.37,-13.95,16.07,90.48
"Jordan Staal","JORDAN.STAAL","16-17","CAR","C","L",1988-09-10,28,70,116.25,8.41,30.16,26.06,24.03,25.46,0.87,9.48,32.57,75.42,38.73,109.88,44.21,139.75,3.7,10.83,-8.61,-42.85,-71.15,-95.54,-7.13,2.67,87.43
"Jordan Staal","JORDAN.STAAL","17-18","CAR","C","L",1988-09-10,29,73,135.72,9.83,15.03,12.65,10.18,12.79,2.26,20.72,19.42,109.8,23.56,162.73,24.85,219.26,2.18,14.87,-18.46,-90.38,-139.17,-194.41,-12.69,11.64,81.13
"Jordan Staal","JORDAN.STAAL","18-19","CAR","C","L",1988-09-10,30,49,89.08,0,20.24,19.76,17.76,14.58,0,10.16,18.8,74.07,23.95,97.24,27.39,126.83,1.64,9.61,-10.16,-55.27,-73.29,-99.44,-7.97,0,86.28
"Jordan Staal","JORDAN.STAAL","19-20","CAR","C","L",1988-09-10,31,68,154.22,0,17.76,15.4,12.58,8.66,0,20.05,26.5,122.73,31.35,172.22,32.43,225.37,1.68,17.72,-20.05,-96.23,-140.87,-192.94,-16.04,0,83.66
"Jordie Benn","JORDIE.BENN","12-13","DAL","D","L",1987-07-26,25,26,51.35,0,8.74,7.67,6.82,2.75,0,9.58,5.24,54.7,6.33,76.23,7.26,99.18,0.21,7.43,-9.58,-49.46,-69.9,-91.92,-7.22,0,82.49
"Jordie Benn","JORDIE.BENN","13-14","DAL","D","L",1987-07-26,26,77,130.23,17,15.69,15.68,15.54,11.34,3.85,18.8,20.76,111.58,27.7,148.92,35.09,190.75,1.86,14.54,-14.95,-90.82,-121.22,-155.66,-12.68,18.55,83.15
"Jordie Benn","JORDIE.BENN","14-15","DAL","D","L",1987-07-26,27,73,132.13,21.54,17.77,17.32,16.09,15.74,4.27,15.55,24.47,113.26,32.59,155.58,40.84,212.98,2.61,13.97,-11.28,-88.79,-122.99,-172.14,-11.36,17.45,86.27
"Jordie Benn","JORDIE.BENN","15-16","DAL","D","L",1987-07-26,28,61,123.97,20.1,17.45,14.09,11.36,15.48,2.74,10.89,21.41,101.3,24.08,146.81,25.85,201.72,2.26,12.34,-8.15,-79.89,-122.73,-175.87,-10.08,12.8,89.25
"Jordie Benn","JORDIE.BENN","16-17","DAL","D","L",1987-07-26,29,58,141.75,4.15,10.56,12.3,10.76,10.16,1.18,27.23,16.19,137.16,24.59,175.37,28.31,234.72,2.05,18.13,-26.05,-120.97,-150.78,-206.41,-16.08,7.29,80.15
"Jordie Benn","JORDIE.BENN","17-18","MTL","D","L",1987-07-26,30,77,169.05,13.51,18.67,15.4,13.17,12.37,5.09,32.59,38.75,168.82,45.72,251.19,51.44,339.25,3.45,24.45,-27.5,-130.07,-205.47,-287.81,-21,13.14,80.7
"Jordie Benn","JORDIE.BENN","18-19","MTL","D","L",1987-07-26,31,78,223.13,16.96,19.54,16.97,14.81,12.22,4.2,20.57,44.52,183.37,51.52,252.01,57.42,330.24,3.25,23.34,-16.37,-138.85,-200.49,-272.82,-20.09,9.43,88.78
"Jordie Benn","JORDIE.BENN","19-20","VAN","D","L",1987-07-26,32,44,103.07,0,16.9,13.03,10.31,4.4,0,10.39,17.32,85.18,18.28,122.04,18.21,158.35,0.5,10.87,-10.39,-67.86,-103.76,-140.14,-10.37,0,87.8
"Jori Lehtera","JORI.LEHTERA","15-16","STL","C","L",1987-12-23,27,78,63.33,0,19.33,18.4,15.29,10.78,0,1.8,10.71,44.71,13.73,60.89,14.95,82.84,0.61,5.05,-1.8,-34,-47.16,-67.89,-4.44,0,95.97
"Josef Melichar","JOSEF.MELICHAR","08-09","T.B","D","L",1979-01-20,29,24,56,0,11.52,13.43,11.16,11.18,0,15.65,7.18,55.17,11.05,71.24,11.82,94.07,0.76,6.04,-15.65,-47.99,-60.19,-82.25,-5.28,0,71.63
"Josef Vasicek","JOSEF.VASICEK","07-08","NYI","C","L",1980-09-12,27,80,112.07,14.97,12.25,12.47,12.33,10.39,2.08,11.81,14.33,102.63,19.87,139.42,25.42,180.75,1.38,11.9,-9.73,-88.3,-119.55,-155.33,-10.52,14.52,88.49
"Josh Anderson","JOSH.ANDERSON","17-18","CBJ","R","R",1994-05-07,23,59,61.27,0,18.57,16.38,14.22,13.14,0,2.26,10.37,45.47,14.43,73.67,15.37,92.72,0.95,6.28,-2.26,-35.1,-59.24,-77.35,-5.33,0,95.03
"Josh Anderson","JOSH.ANDERSON","18-19","CBJ","R","R",1994-05-07,24,78,108.38,8.02,28.69,25.42,20.42,17.48,0.99,11.35,31.37,77.96,37.33,109.5,37.47,146,2.16,10.2,-10.36,-46.59,-72.17,-108.53,-8.04,3.16,85.44
"Josh Archibald","JOSH.ARCHIBALD","18-19","ARI","R","R",1992-10-06,25,67,108.67,10.48,17.9,13.86,12.07,13.05,1.08,9.23,19.41,89.01,22.39,139.19,25.47,185.58,1.7,11.33,-8.15,-69.6,-116.8,-160.11,-9.63,5.56,89.63
"Josh Archibald","JOSH.ARCHIBALD","19-20","EDM","R","R",1992-10-06,26,60,140.72,13.14,15.12,11.92,9.4,6.43,1.8,11.9,25.82,144.91,27.9,206.17,28.86,278.07,1.11,16.16,-10.1,-119.09,-178.27,-249.21,-15.05,6.97,91.79
"Josh Bailey","JOSH.BAILEY","10-11","NYI","C","L",1989-10-02,20,70,164.25,27.42,14.7,14.19,12.82,13.83,5.13,13.58,24.89,144.41,33.38,201.88,40.26,273.84,2.91,18.13,-8.45,-119.52,-168.5,-233.58,-15.22,20.61,90.6
"Josh Bailey","JOSH.BAILEY","11-12","NYI","C","L",1989-10-02,21,76,125.92,32.28,16.74,15.3,12.55,21.19,4.1,8.6,20.3,100.98,26.87,148.79,28.87,201.09,3.16,11.75,-4.5,-80.68,-121.92,-172.22,-8.59,20.2,91.48
"Josh Bailey","JOSH.BAILEY","19-20","NYI","C","L",1989-10-02,29,63,94.65,9.48,12.96,12.21,9.91,10.54,1.18,11.27,12.37,83.1,15.59,112.11,17.76,161.52,1.34,11.37,-10.09,-70.73,-96.52,-143.76,-10.03,9.54,86.44
"Josh Gorges","JOSH.GORGES","07-08","MTL","D","L",1984-08-14,23,62,79.42,15.97,25.19,23.23,20.38,23.15,0.99,5.21,19.34,57.45,24.45,80.81,29.28,114.4,1.88,6.24,-4.22,-38.11,-56.36,-85.12,-4.36,5.12,90.93
"Josh Gorges","JOSH.GORGES","08-09","MTL","D","L",1984-08-14,24,81,233.77,12.04,16.42,14.82,13.44,11.95,2.87,20.96,33.53,170.72,42.77,245.83,55.7,358.77,2.96,21.82,-18.09,-137.19,-203.06,-303.07,-18.86,8.56,87.72
"Josh Gorges","JOSH.GORGES","09-10","MTL","D","L",1984-08-14,25,81,255.28,0,13.95,14.16,12.08,11.27,0,24.73,37.09,228.75,52.34,317.32,61.27,446.06,3.69,29.05,-24.73,-191.66,-264.98,-384.79,-25.36,0,89.19
"Josh Gorges","JOSH.GORGES","10-11","MTL","D","L",1984-08-14,26,36,135.15,18.07,12.4,11.29,8.35,6.06,2,9.07,14.47,102.2,19.06,149.78,20.17,221.49,0.84,13.03,-7.07,-87.73,-130.72,-201.32,-12.19,13.82,91.13
"Josh Gorges","JOSH.GORGES","11-12","MTL","D","L",1984-08-14,27,81,314.8,15.08,15.9,14.32,11.75,14.07,4.06,22.87,41.45,219.23,53.83,322.15,64.97,487.92,4.76,29.06,-18.81,-177.78,-268.32,-422.95,-24.3,9.79,89.57
"Josh Gorges","JOSH.GORGES","12-13","MTL","D","L",1984-08-14,28,47,152.78,0,13.44,12.27,10.19,6.47,0,19.83,15.4,99.2,20.52,146.65,24.84,218.87,1.01,14.61,-19.83,-83.8,-126.13,-194.03,-13.6,0,80.01
"Josh Gorges","JOSH.GORGES","13-14","MTL","D","L",1984-08-14,29,66,220.2,15.51,14.79,13.28,11.68,12.1,3.08,16.78,29.93,172.42,37.11,242.25,46.66,352.95,3.11,22.6,-13.7,-142.49,-205.14,-306.29,-19.49,10.29,90.27
"Josh Gorges","JOSH.GORGES","14-15","BUF","D","L",1984-08-14,30,46,136.32,3.29,6.65,5.93,4.93,3.93,0.87,25.54,9.37,131.58,12.1,192.02,13.86,267.14,0.73,17.85,-24.67,-122.21,-179.92,-253.28,-17.12,9.28,80.59
"Josh Gorges","JOSH.GORGES","15-16","BUF","D","L",1984-08-14,31,72,174.95,8.71,12.1,11.24,9.35,7.07,2.05,21.48,22.16,161.02,27.89,220.27,29.8,288.78,1.47,19.31,-19.43,-138.86,-192.38,-258.98,-17.84,9.25,86.66
"Josh Gorges","JOSH.GORGES","16-17","BUF","D","L",1984-08-14,32,62,172.75,8.79,9,7.04,6.99,4.99,1.73,17.96,16.35,165.35,18.52,244.7,23.94,318.7,1.11,21.13,-16.23,-149,-226.18,-294.76,-20.02,10.58,89.14
"Josh Gorges","JOSH.GORGES","17-18","BUF","D","L",1984-08-14,33,34,65.03,0,20.36,20.57,15.4,14.19,0,4.19,12.64,49.45,18.77,72.48,18.7,102.73,1.06,6.41,-4.19,-36.81,-53.71,-84.03,-5.35,0,91.53
"Josh Jooris","JOSH.JOORIS","14-15","CGY","R","R",1990-07-14,24,55,67.3,0,24.4,20.23,18.5,17.34,0,4.34,14.32,44.38,16.04,63.26,19.56,86.17,1.29,6.15,-4.34,-30.06,-47.22,-66.61,-4.86,0,90.22
"Josh Jooris","JOSH.JOORIS","15-16","CGY","R","R",1990-07-14,25,56,89.85,17.09,17.73,13.17,13.69,10.2,2.01,9.75,17.3,80.29,17.29,113.95,24.22,152.72,1.24,10.92,-7.74,-62.99,-96.66,-128.5,-9.68,11.62,87.86
"Josh Jooris","JOSH.JOORIS","16-17","ARI","R","R",1990-07-14,26,41,76.18,5.74,9.78,7.68,8.45,9.01,0.87,14.3,8.5,78.41,10.45,125.67,14.72,159.53,1.18,11.92,-13.43,-69.91,-115.22,-144.81,-10.74,10.24,81.76
"Josh Manson","JOSH.MANSON","15-16","ANA","D","R",1991-10-07,23,71,147.83,29.83,14.47,14.44,12.04,13.48,2.87,6.75,20.12,118.97,30.09,178.29,33.25,242.9,2.33,14.96,-3.88,-98.85,-148.2,-209.65,-12.63,14.26,94.33
"Josh Manson","JOSH.MANSON","16-17","ANA","D","R",1991-10-07,24,82,191.18,29.26,15.88,11.91,11.38,13,7.03,17,33.1,175.34,35.85,265.07,42.09,327.69,3.69,24.7,-9.97,-142.24,-229.22,-285.6,-21.01,21.24,90.3
"Josh Manson","JOSH.MANSON","17-18","ANA","D","R",1991-10-07,25,78,194.52,7.24,15.52,14.82,15.42,10.53,1.73,22.17,36.24,197.26,46.36,266.56,60.6,332.46,3,25.5,-20.44,-161.02,-220.2,-271.86,-22.5,4.77,88.76
"Josh Manson","JOSH.MANSON","18-19","ANA","D","R",1991-10-07,26,71,228.3,12.31,11.39,12.1,9.39,8.44,3.81,27.14,28.63,222.73,40.59,294.84,41.53,400.62,2.59,28.1,-23.33,-194.1,-254.25,-359.09,-25.51,13.31,87.81
"Josh Manson","JOSH.MANSON","19-20","ANA","D","R",1991-10-07,27,49,120.75,22.33,21.75,18.24,16.48,15.75,4.26,14.82,24.74,89.02,27.88,124.98,32.91,166.84,2.3,12.3,-10.56,-64.28,-97.1,-133.93,-10,17.22,83.35
"Josh Morrissey","JOSH.MORRISSEY","16-17","WPG","D","L",1995-03-28,21,80,68.8,15.91,18.18,15.82,15.58,18.75,2.74,14.48,12.6,56.7,15.11,80.43,20.11,108.98,1.71,7.41,-11.74,-44.1,-65.32,-88.87,-5.7,21.75,74.46
"Josh Morrissey","JOSH.MORRISSEY","17-18","WPG","D","L",1995-03-28,22,80,192.97,5.59,11.65,10.3,9.88,6.7,1.08,18.25,26.14,198.33,31.7,275.94,39.68,361.88,1.67,23.26,-17.17,-172.19,-244.24,-322.2,-21.59,4.13,90.8
"Josh Morrissey","JOSH.MORRISSEY","18-19","WPG","D","L",1995-03-28,23,57,165.05,12.07,14.42,11.9,10.15,9.22,3.04,22.14,27.91,165.7,30.15,223.11,32.78,290.2,2.23,21.95,-19.1,-137.79,-192.96,-257.42,-19.72,10.89,86.64
"Josh Morrissey","JOSH.MORRISSEY","19-20","WPG","D","L",1995-03-28,24,63,62.62,24.22,19.8,16.26,15.14,20.84,2.26,7.07,17.7,71.69,18.77,96.68,19.86,111.31,2.24,8.51,-4.81,-53.99,-77.91,-91.45,-6.27,12.77,90.14
"Jozef Stumpel","JOZEF.STUMPEL","07-08","FLA","C","R",1972-07-20,35,52,91.73,0,21.62,19.5,17.66,19.22,0,6.83,20.8,75.42,23.59,97.4,28.19,131.41,1.83,7.69,-6.83,-54.62,-73.81,-103.22,-5.86,0,90.94
"Juho Lammikko","JUHO.LAMMIKKO","18-19","FLA","L","L",1996-01-29,22,39,69.27,11.32,25.31,21.6,18.14,19.02,1.01,7.91,18.54,54.72,19.49,70.76,22.41,101.14,1.51,6.43,-6.9,-36.18,-51.27,-78.73,-4.92,5.45,85.54
"Jujhar Khaira","JUJHAR.KHAIRA","17-18","EDM","L","L",1994-08-13,23,68,102.05,19.42,21.55,17.71,16.05,10.91,1.8,7.47,20.68,75.3,23.83,110.74,33.22,173.7,1.54,12.58,-5.67,-54.62,-86.91,-140.48,-11.04,8.7,90.08
"Jujhar Khaira","JUJHAR.KHAIRA","18-19","EDM","L","L",1994-08-13,24,60,68.92,23.15,22.38,18.94,15.37,16.6,3.06,10.16,17.67,61.3,19.74,84.48,21.75,119.8,1.69,8.49,-7.1,-43.63,-64.74,-98.05,-6.8,17.32,83.43
"Jujhar Khaira","JUJHAR.KHAIRA","19-20","EDM","L","L",1994-08-13,25,63,100.4,0,20.13,18.68,15.73,10.18,0,4.12,17.91,71.06,23.38,101.81,27.63,148.05,1.03,9.09,-4.12,-53.15,-78.43,-120.42,-8.06,0,94.2
"Jussi Jokinen","JUSSI.JOKINEN","08-09","T.B","L","L",1983-04-01,25,46,112.47,0,6.5,6.37,5.87,2.68,0,12.02,7.82,112.57,10.95,160.83,13.39,214.64,0.35,12.69,-12.02,-104.75,-149.88,-201.25,-12.34,0,89.32
"Jussi Jokinen","JUSSI.JOKINEN","10-11","CAR","L","L",1983-04-01,27,68,57.57,0,16.49,15.4,14.16,4.6,0,6.21,9.34,47.3,11.05,60.68,13,78.78,0.3,6.22,-6.21,-37.96,-49.63,-65.78,-5.92,0,86.87
"Jussi Jokinen","JUSSI.JOKINEN","11-12","CAR","L","L",1983-04-01,28,78,101.18,17.76,22.26,20.46,16.76,18.9,3.19,14.77,20.9,72.98,28.69,111.51,31.59,156.86,2.69,11.54,-11.58,-52.08,-82.82,-125.27,-8.85,15.26,79.76
"Jussi Jokinen","JUSSI.JOKINEN","14-15","FLA","L","L",1983-04-01,31,77,137.38,0,7.65,6.89,5.54,4.78,0,11.62,10.24,123.63,12.14,164.15,12.99,221.64,0.67,13.34,-11.62,-113.39,-152.01,-208.65,-12.67,0,90.6
"Jussi Jokinen","JUSSI.JOKINEN","15-16","FLA","L","L",1983-04-01,32,81,179.72,4.32,7.99,8.07,7.61,8.07,0.99,21.95,14.4,165.87,20.28,231.17,24.8,301.01,1.76,20.04,-20.96,-151.47,-210.89,-276.21,-18.28,6.87,86.77
"Jussi Jokinen","JUSSI.JOKINEN","16-17","FLA","L","L",1983-04-01,33,67,91.63,11.31,11.82,13.82,16.64,9.87,0.93,7.29,9.39,70.02,14.44,90.08,21.53,107.84,0.82,7.49,-6.36,-60.63,-75.64,-86.31,-6.67,9.9,89.59
"Justin Abdelkader","JUSTIN.ABDELKADER","10-11","DET","L","L",1987-02-25,23,74,126.17,7.13,11.37,11.56,10.83,8.14,1.01,13.15,12.37,96.39,18.1,138.51,23.25,191.45,1.1,12.41,-12.14,-84.02,-120.41,-168.2,-11.31,8.16,86.36
"Justin Abdelkader","JUSTIN.ABDELKADER","11-12","DET","L","L",1987-02-25,24,80,114.82,0,13.88,10.32,8.23,5.89,0,13.86,13.27,82.36,14.18,123.21,16.35,182.27,0.68,10.87,-13.86,-69.09,-109.03,-165.92,-10.19,0,83.17
"Justin Abdelkader","JUSTIN.ABDELKADER","14-15","DET","L","L",1987-02-25,27,71,65.9,0,17.39,14.63,11.7,16.83,0,4.72,9.93,47.17,11.96,69.8,13.01,98.16,1.21,5.98,-4.72,-37.24,-57.84,-85.15,-4.77,0,89.99
"Justin Abdelkader","JUSTIN.ABDELKADER","15-16","DET","L","L",1987-02-25,28,81,128.83,0,7.06,7.25,6.02,6.1,0,8.19,7.04,92.61,9.96,127.46,11.95,186.51,0.77,11.86,-8.19,-85.57,-117.5,-174.56,-11.09,0,91.16
"Justin Abdelkader","JUSTIN.ABDELKADER","16-17","DET","L","L",1987-02-25,29,63,77.83,27.13,12.6,10.38,11.34,10.52,1.94,5.21,8.97,62.22,10.03,86.58,15.27,119.36,0.81,6.89,-3.27,-53.25,-76.55,-104.09,-6.08,21.63,91.63
"Justin Abdelkader","JUSTIN.ABDELKADER","17-18","DET","L","L",1987-02-25,30,74,103.1,0,21.42,19.46,16.15,16.2,0,14.94,22.93,84.13,30.01,124.23,33.34,173.12,2.28,11.79,-14.94,-61.2,-94.22,-139.78,-9.51,0,82.24
"Justin Abdelkader","JUSTIN.ABDELKADER","18-19","DET","L","L",1987-02-25,31,69,131.85,6.09,17.02,14.49,12.15,11.84,0.93,14.33,19.28,93.97,24.75,146,26.66,192.75,1.84,13.7,-13.4,-74.69,-121.25,-166.09,-11.86,4.82,84.75
"Justin Abdelkader","JUSTIN.ABDELKADER","19-20","DET","L","L",1987-02-25,32,47,56.65,0,25.11,23.63,23.01,13.36,0,8.87,16.34,48.73,20.32,65.68,24.35,81.49,1.07,6.94,-8.87,-32.39,-45.36,-57.14,-5.87,0,81.8
"Justin Braun","JUSTIN.BRAUN","11-12","S.J","D","R",1987-02-10,24,61,66.5,0,8.96,10.66,8.2,8.12,0,10.33,6.51,66.15,10.26,86.02,11.14,124.69,0.69,7.81,-10.33,-59.64,-75.76,-113.55,-7.12,0,84.38
"Justin Braun","JUSTIN.BRAUN","12-13","S.J","D","R",1987-02-10,25,38,63.12,11.7,10.91,9.1,8.93,7.19,1.08,8.15,7.06,57.65,7.07,70.58,10.11,103.06,0.57,7.36,-7.07,-50.59,-63.51,-92.95,-6.79,15.3,85.86
"Justin Braun","JUSTIN.BRAUN","13-14","S.J","D","R",1987-02-10,26,79,177.9,10.05,15.24,13.89,11.61,14.75,2.26,20.23,24.29,135.09,32.29,200.22,38.74,294.88,3.27,18.9,-17.97,-110.8,-167.93,-256.14,-15.63,9.3,85.02
"Justin Braun","JUSTIN.BRAUN","14-15","S.J","D","R",1987-02-10,27,66,151.52,4.56,14.15,13.65,10.21,9.19,1.01,21.16,23.61,143.3,31.4,198.59,32.49,285.81,1.82,17.99,-20.15,-119.69,-167.19,-253.32,-16.17,4.28,85.23
"Justin Braun","JUSTIN.BRAUN","15-16","S.J","D","R",1987-02-10,28,79,156.82,8.87,9.26,9.36,8.08,9.36,2.01,20.66,14.99,146.85,21.16,204.88,25.44,289.45,1.93,18.68,-18.65,-131.86,-183.72,-264.01,-16.75,13.41,85.93
"Justin Braun","JUSTIN.BRAUN","16-17","S.J","D","R",1987-02-10,29,79,171.12,12.11,11.63,8.55,6.73,6.4,2.86,20.75,23.47,178.39,23.47,250.91,24.55,340.33,1.5,21.93,-17.89,-154.92,-227.44,-315.78,-20.43,12.19,88.37
"Justin Braun","JUSTIN.BRAUN","17-18","S.J","D","R",1987-02-10,30,77,217.08,11.35,15.69,12.79,10.43,7.06,2.85,22.26,36.95,198.48,42.34,288.58,44.35,381.01,2.2,28.94,-19.41,-161.53,-246.24,-336.66,-26.74,7.71,88.78
"Justin Braun","JUSTIN.BRAUN","18-19","S.J","D","R",1987-02-10,31,74,176.87,14.09,15.69,14.57,12.4,10.18,4.38,26.7,30.73,165.15,38.99,228.6,41.7,294.52,2.69,23.74,-22.32,-134.42,-189.61,-252.82,-21.05,14.25,83.83
"Justin Braun","JUSTIN.BRAUN","19-20","PHI","D","R",1987-02-10,32,60,117.98,15.22,33.78,28.81,25.59,19.11,2.26,12.59,35.19,68.99,41.82,103.34,44.82,130.34,2.61,11.05,-10.33,-33.8,-61.52,-85.52,-8.44,6.42,81.75
"Justin Falk","JUSTIN.FALK","11-12","MIN","D","L",1988-10-11,22,46,109.15,14.09,13.52,13.08,10.16,8.99,1.86,11.34,14.28,91.31,19.85,131.94,21.05,186.08,1.17,11.85,-9.48,-77.03,-112.09,-165.03,-10.68,13.03,87.58
"Justin Falk","JUSTIN.FALK","17-18","BUF","D","L",1988-10-11,28,44,72.43,12.37,17.17,15.18,13,10.29,1.73,12.26,11.02,53.18,15.04,84.05,18.14,121.39,0.92,8.02,-10.53,-42.16,-69.01,-103.25,-7.1,15.7,76.95
"Justin Faulk","JUSTIN.FAULK","11-12","CAR","D","R",1992-03-20,19,65,118.15,7.48,26.22,18.78,15.83,20.04,0.93,11.51,27.1,76.25,31.21,134.97,34.29,182.32,3.23,12.89,-10.58,-49.15,-103.76,-148.03,-9.66,3.43,84.9
"Justin Faulk","JUSTIN.FAULK","12-13","CAR","D","R",1992-03-20,20,37,112.75,6.27,9.72,8.08,8.77,4.82,0.99,14.81,13.84,128.51,14.87,169.15,20.88,217.16,0.82,16.18,-13.82,-114.67,-154.28,-196.28,-15.36,7.15,88.48
"Justin Faulk","JUSTIN.FAULK","13-14","CAR","D","R",1992-03-20,21,74,181.52,13.24,10.75,10.31,10.57,6.53,3.87,25.36,22.2,184.35,27.92,242.92,35.51,300.49,1.7,24.33,-21.49,-162.15,-215,-264.98,-22.63,17.43,86.24
"Justin Faulk","JUSTIN.FAULK","14-15","CAR","D","R",1992-03-20,22,76,162.47,15.8,16.09,14.05,12.48,9.75,2.18,11.62,23.93,124.78,31.15,190.51,33.82,237.17,1.84,17.03,-9.44,-100.85,-159.36,-203.35,-15.19,9.11,90.69
"Justin Faulk","JUSTIN.FAULK","15-16","CAR","D","R",1992-03-20,23,59,120.35,8.07,9.68,7.46,7.84,4.97,1.08,12.31,11.54,107.66,12.53,155.41,14.98,176.1,0.75,14.34,-11.23,-96.12,-142.88,-161.12,-13.59,9.36,88.57
"Justin Faulk","JUSTIN.FAULK","16-17","CAR","D","R",1992-03-20,24,71,52.3,23.14,32.7,26.53,25.22,22.24,1.18,3.92,15.34,31.57,16.42,45.47,18.29,54.24,1.13,3.95,-2.74,-16.23,-29.05,-35.95,-2.82,7.69,87.58
"Justin Faulk","JUSTIN.FAULK","18-19","CAR","D","R",1992-03-20,26,81,139.82,16.84,21.2,18.9,16.89,16.25,2.79,13.78,27.61,102.65,35.29,151.42,39.77,195.74,3.29,16.95,-10.99,-75.04,-116.13,-155.97,-13.66,10.11,86.58
"Justin Faulk","JUSTIN.FAULK","19-20","STL","D","R",1992-03-20,27,66,77.08,13.04,24.59,22.14,20.37,13.92,1.18,7.87,18.46,56.61,20.64,72.59,24.6,96.19,0.97,6,-6.69,-38.15,-51.95,-71.59,-5.03,6.39,86.1
"Justin Fontaine","JUSTIN.FONTAINE","15-16","MIN","R","R",1987-11-06,27,57,64.75,17.31,13.04,12.15,9.39,6.28,0.99,4.73,6.86,45.73,10.62,76.77,10.64,102.64,0.4,5.97,-3.74,-38.87,-66.15,-92,-5.57,14.43,89.66
"Justin Holl","JUSTIN.HOLL","19-20","TOR","D","R",1992-01-30,27,67,132.5,15.79,21.18,21.02,21.13,21.65,3.23,17.22,28.75,106.96,39.57,148.69,50.96,190.24,3.68,13.32,-13.99,-78.21,-109.12,-139.28,-9.64,11.23,83.9
"Justin Schultz","JUSTIN.SCHULTZ","13-14","EDM","D","R",1990-07-06,23,73,72.2,0,12.48,11.97,9.89,7.62,0,3.88,9.54,66.89,12.4,91.19,13.46,122.61,0.76,9.22,-3.88,-57.35,-78.79,-109.15,-8.46,0,94.2
"Justin Schultz","JUSTIN.SCHULTZ","15-16","EDM","D","R",1990-07-06,25,44,50.03,0,10.46,8.84,8.85,2.56,0,4.46,6.47,55.41,7.53,77.64,9.61,98.97,0.18,6.84,-4.46,-48.94,-70.11,-89.36,-6.66,0,91.95
"Justin Williams","JUSTIN.WILLIAMS","07-08","CAR","R","R",1981-10-04,25,37,87.02,0,20.18,22.18,20.39,14.3,0,16.47,20.19,79.86,29.69,104.16,35.57,138.9,1.65,9.89,-16.47,-59.67,-74.47,-103.33,-8.24,0,79.38
"Justin Williams","JUSTIN.WILLIAMS","13-14","L.A","R","R",1981-10-04,31,80,52.92,0,6.17,9.02,9.75,5.03,0,4.01,2.65,40.31,5.7,57.47,7.47,69.15,0.28,5.29,-4.01,-37.66,-51.77,-61.68,-5.01,0,90.05
"Justin Williams","JUSTIN.WILLIAMS","15-16","WSH","R","R",1981-10-04,33,81,78.8,9.42,11.29,12.74,10.38,5.65,0.93,8.94,7.1,55.8,10.88,74.52,12.99,112.19,0.35,5.84,-8.01,-48.7,-63.64,-99.2,-5.49,13.1,83.98
"Kamil Kreps","KAMIL.KREPS","07-08","FLA","C","R",1984-11-18,22,76,137.63,0,18.67,16.61,14.5,14.63,0,11.89,27.83,121.24,33,165.73,39.04,230.25,2.23,13.01,-11.89,-93.41,-132.73,-191.21,-10.78,0,90.19
"Kamil Kreps","KAMIL.KREPS","08-09","FLA","C","R",1984-11-18,23,66,157.8,5.92,4.79,4.73,5.5,5.45,1.01,16.06,7.72,153.35,10.8,217.46,16.41,282.16,1.04,18.03,-15.05,-145.63,-206.66,-265.75,-16.99,13.08,89.53
"Kamil Kreps","KAMIL.KREPS","09-10","FLA","C","R",1984-11-18,24,76,146.83,4.41,9.35,9.37,9.45,4.95,1.08,23.41,14.3,138.65,20.98,202.98,29.32,280.85,0.94,18.04,-22.33,-124.35,-182,-251.53,-17.1,7.55,83.12
"Karel Rachunek","KAREL.RACHUNEK","07-08","N.J","D","R",1979-08-27,28,47,59.37,27.37,22.44,17.86,16.73,17.7,1.73,4.59,13.45,46.49,14.39,66.19,17.36,86.39,1.11,5.16,-2.86,-33.04,-51.8,-69.03,-4.05,12.86,90.13
"Karl Alzner","KARL.ALZNER","08-09","WSH","D","L",1988-09-24,19,30,91.7,0,5.95,8.3,7.02,7.56,0,19.21,6.06,95.79,11.2,123.72,12.32,163.12,0.9,11,-19.21,-89.73,-112.52,-150.8,-10.1,0,79.95
"Karl Alzner","KARL.ALZNER","10-11","WSH","D","L",1988-09-24,21,80,171.05,4.83,19.97,16.59,15.14,11.5,0.87,17.13,31.96,128.08,34.07,171.25,40.92,229.38,2.08,16.01,-16.26,-96.12,-137.18,-188.46,-13.93,2.72,86.63
"Karl Alzner","KARL.ALZNER","11-12","WSH","D","L",1988-09-24,22,81,222.28,3.09,10.5,10.24,8.5,6.27,0.93,29.15,22.69,193.39,31.97,280.12,35.94,386.74,1.64,24.5,-28.22,-170.7,-248.15,-350.8,-22.86,4.1,84.93
